Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9812363098608406,0.02228986727888696,0.019320411442227684,8.358333386620318e-10,19.149904147570908,0.5626422499120235
2,1.0,0.008677584032411687,2.3717757358806957e-14,2.3658608862755107e-37,21.21267334674192,0.6369206868112087
3,1.0,0.0074856897263089195,1.0283387402516163e-16,6.3766011195612256e-37,20.926951216239363,0.6591238252818584
4,0.9999939149618149,0.006703380020389886,0.4112560856284812,0.41500000054384245,21.982890173634786,0.6848229467868805
5,1.0000221374630929,0.005581974438737234,0.9999778190255165,0.999994977414608,22.384181940841753,0.6895326334238052
6,1.0,0.005692217645064375,1.0,1.0,22.424583653743348,0.7004143813252449
7,1.0,0.005046350546690519,1.0,1.0,22.495182676893485,0.7010394087433816
8,1.0,0.005017895319888339,1.0,1.0,22.544344735281648,0.6973412972688675
9,1.0,0.004990702322202196,1.0,1.0,22.75060518082213,0.7070536255836487
10,1.0,0.004856516710024152,1.0,1.0,22.68448501321595,0.7148653021454812
11,1.0,0.0046311071264062776,1.0,1.0,21.441700455985185,0.6983990043401718
12,1.0,0.004855064922721795,1.0,1.0,22.55275192633746,0.7110315358638764
13,1.0,0.00456426734368506,1.0,1.0,22.49831120363598,0.7098163145780564
14,1.0,0.004615967816416742,1.0,1.0,21.89884821485611,0.7067561286687851
15,1.0,0.004596442745387321,1.0,1.0,22.670229400366424,0.716623748242855
16,1.0,0.004571161898238643,1.0,1.0,22.895725621098933,0.7153861033916473
17,1.0,0.004595595764230893,1.0,1.0,22.7155187943039,0.7207692661881446
18,1.0,0.004473108332263109,1.0,1.0,22.985834581466893,0.7208888521790504
19,1.0,0.00469279069681761,1.0,1.0,22.965572402027142,0.7211706528067588
20,1.0,0.004655308360343042,1.0,1.0,22.830574870696026,0.7122115534543991
21,1.0,0.00437660072793733,1.0,1.0,22.921602087345878,0.7178056472539902
22,1.0,0.00434918424216903,1.0,1.0,23.097640148144873,0.7217334568500519
23,1.0,0.004327652646579736,1.0,1.0,22.977913572101755,0.7250977325439453
24,1.0,0.004514262727780078,1.0,1.0,23.073885919887452,0.7261604705452919
25,1.0,0.004411191793733451,1.0,1.0,22.877227475948303,0.7256866595149041
26,1.0,0.004118291048930587,1.0,1.0,22.90554826934287,0.721042409837246
27,1.0,0.0042751611131416215,1.0,1.0,22.96353853002623,0.7262569627165795
