Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9925602871677438,0.01666941116011003,0.010277907036539158,9.540062915293375e-07,22.38743770507839,0.7356117025017739
2,1.0,0.005562136807420757,2.7262457916183366e-13,0.0,23.888663410397992,0.8038704147934914
3,1.0,0.0044289058343565555,7.903356164488755e-37,0.0,24.353418955315323,0.8093586453795433
4,1.0,0.004284499973291531,5.115275607606162e-15,3.284045652309659e-39,25.16376382098883,0.8310450959205627
5,0.9987500155521025,0.0038625707921164576,0.0012499964237213139,4.396183612698223e-09,25.627441243384133,0.8468199861049652
6,0.9999999999254942,0.0036618782591540367,1.0052198184951067e-10,4.6941075158846155e-17,25.7164209668041,0.8478795874118805
7,1.0,0.0035594470977957826,9.205017226071546e-25,2.8663259578590995e-34,25.647041261019588,0.8493231588602066
8,0.9999999999254942,0.0036621346753963734,4.080354276692704e-11,2.8433607340501177e-28,25.711722086633134,0.8495948016643524
9,1.0,0.0034195964637910945,1.9229734734303386e-25,2.656947950363345e-28,25.750082142401894,0.8555319446325302
10,1.0,0.003284446939942427,3.529653938923307e-30,9.460553045368651e-35,26.121656691562695,0.8642978310585022
11,1.0,0.003408297004061751,6.428642104252146e-32,1.6398086414578422e-40,25.41658644127319,0.8444809174537659
12,1.0,0.0033430015672638548,4.814567464249763e-31,9.006848742678876e-36,26.206347338217604,0.8615923804044724
13,1.0,0.003219136433035601,3.2173423934645303e-18,9.319553628174274e-20,26.2838331671794,0.8700576061010361
14,1.0,0.0030502071393129883,4.650904494887346e-28,1.3945107957638451e-36,26.611247431869053,0.8752488106489181
15,1.0,0.0029339971095032526,4.9167787337405677e-32,2.170428278170209e-33,26.552140500758547,0.869235348701477
16,1.0,0.0031807154571288267,1.8355913405182663e-30,2.2008380988137405e-32,25.666091258689644,0.8615799057483673
17,1.0,0.002951295466045849,2.740933109717652e-28,3.0599042117135862e-33,26.571869971416845,0.877391341328621
18,1.0,0.003026965473691234,7.400793833325635e-26,5.709587382065586e-33,26.367208893412446,0.8695730632543563
19,1.0,0.0029420343379024418,5.417826221930279e-21,5.088239320454902e-35,26.477961132209007,0.8751628369092941
20,1.0,0.0030054863027180545,1.1529161799083824e-15,2.963555285287869e-25,26.534368837010366,0.8756931650638581
21,1.0,0.0028093859793443697,2.167409928290935e-16,9.786410178870323e-23,26.987079543228955,0.8825279712677002
22,1.0,0.002975573399453424,5.83494024150797e-17,9.588853964818293e-24,26.721802763252164,0.878773393034935
23,1.0,0.002776061528129503,6.768837911522148e-24,1.7360898236795067e-28,26.653138614040977,0.8731031668186188
24,1.0,0.002808941258554114,1.5819713077443149e-25,2.15009502110454e-30,26.572968032989195,0.8772665917873382
25,1.0,0.002876894518994959,8.830760518315223e-28,1.8971501480294852e-30,27.067080958926457,0.8843941360712051
26,1.0,0.002700448763789609,6.108365465684456e-22,1.5137090190626424e-22,27.106606559155082,0.884975613951683
27,1.0,0.0027493969451461452,2.0156404535198178e-14,7.624330881123194e-14,26.482904015822744,0.8845453399419785
28,1.0,0.002795792742836056,1.1562327107130298e-24,4.861762827767581e-26,26.572920766325268,0.8757970595359802
29,1.0,0.0028351008958998137,8.220783475234018e-18,8.14992028881815e-23,27.219906962708063,0.8910173588991165
30,1.0,0.0027279064363392534,1.3783811398817134e-17,1.894934241982236e-25,26.431309463093037,0.8809941720962524
31,1.0,0.002667887653806247,1.8296836653611508e-16,2.0709155158414236e-15,26.979490986519316,0.8888623464107513
32,1.0,0.0028431660067872143,2.573809565721872e-25,2.083330159827927e-27,26.868336378328216,0.889010961651802
33,1.0,0.0025863615752314217,1.9589718429607582e-22,7.969799166954716e-24,27.247362511621613,0.8900674968957901
34,1.0,0.002597085904562846,4.358971948542783e-16,1.4227435698672767e-14,27.28612435381198,0.8899823313951493
35,1.0,0.0028031772251415534,4.613496956040812e-24,1.8625744336914003e-24,26.845281174459615,0.8790196281671524
36,1.0,0.0025520328244601842,1.8116102800078412e-21,6.879489039142501e-24,27.07773532501163,0.88964291036129
37,1.0,0.002689743831870146,1.9961344661135732e-19,1.967403338298174e-20,27.200020996968213,0.8899836885929108
38,1.0,0.0025771686181542464,9.480757859815513e-22,3.736124530964e-23,27.453823286488927,0.8959234380722045
39,1.0,0.002588721729989629,7.006516736848924e-21,7.855398225580939e-22,27.270277358190175,0.89080102622509
40,1.0,0.0025789288377563936,1.7860578093110996e-19,1.79960418002138e-20,26.877900089102255,0.8886205571889877
41,1.0,0.00255701970498194,9.498058796376374e-15,9.851017469230702e-16,27.43476079142252,0.8943505245447159
42,1.0,0.0027044432697584855,3.779411117995356e-17,3.3174951562749054e-16,27.122274869480396,0.8889212101697922
43,1.0,0.0024994088815583383,1.0653295911702073e-21,1.1663936708896935e-21,27.28601640600406,0.8933983427286148
44,1.0,0.0025441997888265176,6.250297933912043e-19,4.765744925453602e-22,27.029545794718537,0.892963073849678
45,1.0,0.0025568606969318354,7.223375266618384e-16,4.6106611097616034e-17,27.10826848385333,0.8977062791585922
