Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9987531432602554,0.018637264387652976,0.9992683749273419,0.9987499325567093,20.50862407002386,0.5886457335948944
2,1.0,0.007162978532887792,1.0,1.0,21.550206630254355,0.6578762632608414
3,1.0,0.005919136926477222,1.0,1.0,21.63268428422283,0.6698860833048821
4,1.0,0.005743455117208213,1.0,1.0,22.43608979818855,0.6921326380968094
5,1.0,0.005478857620519193,1.0,1.0,22.453463256756315,0.6977056246995926
6,1.0,0.00498558348649567,1.0,1.0,22.568165644372172,0.7045293501019478
7,1.0,0.0048780576046738135,1.0,1.0,22.541999583003815,0.6985470032691956
8,1.0,0.0052168844094103405,1.0,1.0,22.666926146648972,0.7104843884706498
9,1.0,0.004919313900754787,1.0,1.0,22.25042352358148,0.7171248522400856
10,1.0,0.004880452557599711,1.0,1.0,21.95644044114629,0.7105328324437141
11,1.0,0.004554368055423765,1.0,1.0,22.64295107215697,0.701801152229309
12,1.0,0.0048683166083674225,1.0,1.0,22.814834792881875,0.7141016671061515
13,1.0,0.004707978870601437,1.0,1.0,22.635703011172236,0.716985867023468
14,1.0,0.004580898342987893,1.0,1.0,22.905035700587696,0.7187288072705269
15,1.0,0.00499122196186363,1.0,1.0,22.581921233197605,0.707390308380127
16,1.0,0.004520610731133274,1.0,1.0,22.91793909977337,0.7198351976275444
17,1.0,0.0043847110661954505,1.0,1.0,22.65087781510253,0.7154819524288177
18,1.0,0.004549970355783444,1.0,1.0,22.6848178682648,0.7186044079065322
19,1.0,0.0047424143456373715,1.0,1.0,22.863973452761872,0.7226882410049439
20,1.0,0.004738904373384685,1.0,1.0,22.174457881893495,0.7244736859202385
21,1.0,0.0045523526264605605,1.0,1.0,22.913077412919925,0.7246655648946763
22,1.0,0.004216904819122647,1.0,1.0,22.360790089796705,0.7154060411453247
23,1.0,0.004022243692525081,1.0,1.0,22.948488314206376,0.724703443646431
24,1.0,0.0043904393665116,1.0,1.0,23.159775484492396,0.7295664539933204
25,1.0,0.004161398047094735,1.0,1.0,23.047377267513426,0.7253932365775109
26,1.0,0.004085318972161076,1.0,1.0,23.06031233042766,0.7274073523283004
27,1.0,0.004043665541312294,1.0,1.0,23.249380769717327,0.7314196383953094
28,1.0,0.00407100834967423,1.0,1.0,23.03124574326425,0.729325666129589
29,1.0,0.00434313209589618,1.0,1.0,23.0762826014189,0.7307703611254692
30,1.0,0.0042381139441113195,1.0,1.0,22.55680487961073,0.719589618742466
31,1.0,0.003934114141829923,1.0,1.0,22.29967665519924,0.719702667593956
32,1.0,0.004274267875443911,1.0,1.0,23.094423022732272,0.728547260761261
33,1.0,0.00438920499714186,1.0,1.0,23.008122504476948,0.7255673229694366
34,1.0,0.004529463492281139,1.0,1.0,22.862771457101594,0.7183911767601967
35,1.0,0.004084857727912094,1.0,1.0,23.013107490151246,0.7319130805134774
36,1.0,0.003696414399837522,1.0,1.0,23.190032919004082,0.7341054439544678
37,1.0,0.004406984259676392,1.0,1.0,22.69671602342964,0.7281825160980224
38,1.0,0.00417723885309897,1.0,1.0,23.03026991462026,0.7271934524178505
39,1.0,0.004073653423065479,1.0,1.0,23.13864711182218,0.730229694545269
40,1.0,0.0038588903714389744,1.0,1.0,23.071472559846463,0.7324374508857727
41,1.0,0.004094179717444604,1.0,1.0,23.222768179279527,0.7316962081193924
42,1.0,0.0042955607850854,1.0,1.0,22.768499475906076,0.7340057665109634
43,1.0,0.003982779339776243,1.0,1.0,23.30546072589032,0.7345373573899269
44,1.0,0.004432262259733762,1.0,1.0,23.274961889695618,0.7338421621918678
45,1.0,0.0040586922661896094,1.0,1.0,23.12919841033759,0.7329862087965011
46,1.0,0.004117894298146894,1.0,1.0,23.10822394393801,0.7348885691165924
47,1.0,0.004157889854254791,1.0,1.0,23.147209493928532,0.7336146879196167
48,1.0,0.004156718770932457,1.0,1.0,23.003463997199113,0.7321822613477706
49,1.0,0.0041454372649423026,1.0,1.0,22.97440971418892,0.7316488024592399
50,1.0,0.00415559254562595,1.0,1.0,23.0872459971526,0.7313904577493667
51,1.0,0.004207182827340148,1.0,1.0,23.09667003119328,0.7341561725735665
52,1.0,0.00411369348442804,1.0,1.0,23.215734899457523,0.7346014380455017
53,1.0,0.0040119254957107844,1.0,1.0,22.699493104253442,0.7265166383981705
54,1.0,0.004398125666375563,1.0,1.0,22.825111610336677,0.7355102702975274
55,1.0,0.00390497969693115,1.0,1.0,23.132355738851214,0.7373198744654655
56,1.0,0.004185498334895783,1.0,1.0,23.255220333198583,0.7399116358160973
57,1.0,0.004044402357944819,1.0,1.0,23.183934347860028,0.7371515589952469
58,1.0,0.00418101186146032,1.0,1.0,23.239118240840856,0.7353757888078689
59,1.0,0.0039423372368992205,1.0,1.0,23.006252404883366,0.7362659204006196
60,1.0,0.004002780198688925,1.0,1.0,23.173443687105127,0.7368194088339806
61,1.0,0.0041331038395856015,1.0,1.0,23.236086680557946,0.7357203328609466
62,1.0,0.004185236383696065,1.0,1.0,23.3782859063853,0.73533068805933
63,1.0,0.003957321738025712,1.0,1.0,23.296844291667416,0.7367195424437523
64,1.0,0.004103728683603549,1.0,1.0,23.329221323934604,0.7364851796627044
65,1.0,0.004203269192048538,1.0,1.0,23.119047644261222,0.7316298171877861
66,1.0,0.004006535069001984,1.0,1.0,23.216978306880076,0.7340090790390968
67,1.0,0.0035981701493528816,1.0,1.0,23.09115212653461,0.7369001325964928
68,1.0,0.004125902752871297,1.0,1.0,23.24220014344302,0.7388381201028824
69,1.0,0.003949935929331332,1.0,1.0,23.20441601802671,0.7413681870698929
70,1.0,0.0041400070142481125,1.0,1.0,23.22872616570837,0.7343192344903946
71,1.0,0.004137680647791058,1.0,1.0,23.03411886061028,0.7417028459906578
72,1.0,0.003938903464731993,1.0,1.0,23.224845069475833,0.7300672486424447
73,1.0,0.003965009312196344,1.0,1.0,23.260662349641308,0.7413956019282341
74,1.0,0.0038847618951149345,1.0,1.0,23.33069397475829,0.73554532289505
75,1.0,0.0037663894123397767,1.0,1.0,23.39650139424824,0.7411015132069587
76,1.0,0.004133042631756325,1.0,1.0,23.317412844150375,0.736615755558014
77,1.0,0.00395213720385982,1.0,1.0,23.284605798371082,0.7359454464912415
78,1.0,0.004063190578626745,1.0,1.0,23.31428192451888,0.7378292974829673
79,1.0,0.003746809266033324,1.0,1.0,23.235468537246838,0.734774705171585
80,1.0,0.004003154164479383,1.0,1.0,23.296057903022213,0.7372230213880538
81,1.0,0.003976053506758035,1.0,1.0,23.22313101268191,0.7389659333229065
82,1.0,0.0038592142123525263,1.0,1.0,23.36753382316285,0.7373262849450112
83,1.0,0.00415047399344985,1.0,1.0,23.31398007822758,0.7401679995656013
84,1.0,0.003966516325754128,1.0,1.0,23.29141639635793,0.7392013186216354
85,1.0,0.004217778099146017,1.0,1.0,23.317095469613932,0.7384978941082955
86,1.0,0.00407827605525199,1.0,1.0,23.417465517167656,0.7375244027376175
87,1.0,0.003725843882953086,1.0,1.0,23.311403799269577,0.7376741179823876
88,1.0,0.0037284292217418624,1.0,1.0,23.3837006291833,0.7366067314147949
89,1.0,0.0038904935489836134,1.0,1.0,23.306966520925112,0.7424543642997742
90,1.0,0.0037893913580546723,1.0,1.0,23.409206808426042,0.7385830047726631
91,1.0,0.003916052762087929,1.0,1.0,23.276094334297966,0.7321331205964089
92,0.9998995523154736,0.004280819634800537,0.9988007385283708,0.9975236642481059,23.25458955982587,0.7361913737654686
93,1.0,0.003868771801535331,1.0,1.0,23.292215114903968,0.7409414646029472
94,1.0,0.004026219052323085,1.0,1.0,23.28862283181378,0.7375593882799149
95,1.0,0.00403433701947506,1.0,1.0,23.351845085699328,0.7412763568758964
96,1.0,0.003969799522346875,1.0,1.0,23.256973427012284,0.73721585303545
97,1.0,0.003581308254970281,1.0,1.0,23.380896452071966,0.7376876801252366
98,1.0,0.0038783473749595034,1.0,1.0,22.82401363686599,0.7334495916962623
99,1.0,0.0036236269171536152,1.0,1.0,23.430920446350218,0.7398198342323303
100,1.0,0.004083184836972577,1.0,1.0,23.384726955436935,0.7388301366567611
101,1.0000000181794166,0.0037386318073117765,0.9999999807775021,1.0,22.60149409818627,0.7192047187685966
102,1.0,0.0038950385262614875,1.0,1.0,23.2771102595376,0.7398372769355774
103,1.0,0.003907334978193831,1.0,1.0,23.36546545516354,0.7408437007665634
104,1.0,0.004047489633321675,1.0,1.0,23.3812487464235,0.7405534934997559
105,1.0,0.0038894370543425794,1.0,1.0,23.421392923458143,0.7405362114310264
106,1.0,0.003912414044048091,1.0,1.0,23.22777859294297,0.7369639229774475
107,1.0,0.0038433306677052317,1.0,1.0,23.34146999580543,0.7372151702642441
108,1.0,0.004140506326784817,1.0,1.0,23.216869937624892,0.740723520219326
109,1.0,0.004091858803276409,1.0,1.0,23.377968991699237,0.7407747286558152
110,1.0,0.003951544281076167,1.0,1.0,23.24338732408321,0.7405724582076073
111,1.0,0.003815479737318128,1.0,1.0,23.4212660258229,0.7418722045421601
112,1.0,0.004114361312022083,1.0,1.0,23.335347211059734,0.7390293422341346
113,1.0,0.003944574057550198,1.0,1.0,23.299841189629177,0.7387257039546966
114,1.0,0.0037421711108709134,1.0,1.0,23.388337233951017,0.74216068983078
115,1.0,0.003977912707223368,1.0,1.0,23.469604843446206,0.7424163922667504
116,1.0,0.0038591558695225104,1.0,1.0,23.40224164115667,0.7417709508538246
117,1.0,0.0037903512780803794,1.0,1.0,23.360139209889553,0.7392231315374375
118,1.0,0.00396011895018546,1.0,1.0,23.27122425493265,0.7374275496602058
119,1.0,0.004042285664727387,1.0,1.0,23.35129680833463,0.740872334241867
120,1.0,0.003959756202414155,1.0,1.0,23.388805238307274,0.7436094379425049
121,1.0,0.004024762254493908,1.0,1.0,23.464088509657145,0.7420851311087608
122,1.0,0.003866748039481536,1.0,1.0,23.438585928279736,0.744612171947956
123,1.0,0.0041215709163088836,1.0,1.0,23.39254836894571,0.7351596409082413
124,1.0,0.003964049501878435,1.0,1.0,23.375035291579714,0.7371588942408561
125,1.0,0.004087620570821855,1.0,1.0,23.317786686542657,0.7368271550536156
126,1.0,0.003944796050418518,1.0,1.0,23.442874015344618,0.7447748422622681
127,1.0,0.0038842255087320155,1.0,1.0,23.349931327508628,0.7436306861042976
128,1.0,0.00363952007021453,1.0,1.0,23.434982342933154,0.7420541074872017
129,1.0,0.0038696680189286782,1.0,1.0,23.352353788430328,0.742088497877121
130,1.0,0.0039790802464813166,1.0,1.0,23.509444578135316,0.7463521945476532
131,1.0,0.0039390156472472885,1.0,1.0,23.076002915290825,0.7359678047895432
132,1.0,0.00412358342322932,1.0,1.0,23.48966296981155,0.7447713834047317
133,1.0,0.004218603072536098,1.0,1.0,23.299347378665676,0.7398942637443543
134,1.0,0.003931945410263324,1.0,1.0,23.338949605340424,0.7432354408502578
135,1.0,0.0037937183888470827,1.0,1.0,23.208029848030233,0.7395675641298294
136,1.0,0.003949466976850999,1.0,1.0,23.3801872132979,0.7414433908462524
137,1.0,0.003742280737837973,1.0,1.0,23.341020197830854,0.7407821121811867
138,1.0,0.004029281955331499,1.0,1.0,23.378853007224013,0.739556919336319
139,1.0,0.003924957799467848,1.0,1.0,23.504158157408458,0.7436269024014472
140,1.0,0.0039074677942471684,1.0,1.0,23.397200396530337,0.7440258902311325
141,1.0,0.004007407160006551,1.0,1.0,23.311458826955736,0.7445474538207054
142,1.0,0.003849308195553931,1.0,1.0,23.478929438901947,0.7467189946770668
143,1.0,0.0038490276855054615,1.0,1.0,23.442959493977035,0.7463953912258148
144,1.0,0.0038993543191918434,1.0,1.0,23.34878885890553,0.7433482044935227
145,1.0,0.0038367625964588117,1.0,1.0,23.343170517265534,0.7403532963991165
146,1.0,0.003864692100046341,1.0,1.0,23.439918419348,0.7459501722455024
147,1.0,0.004077304020242991,1.0,1.0,23.43573796799539,0.7425023192167282
148,1.0,0.004158093255718995,1.0,1.0,23.387870697910095,0.7414563083648682
149,1.0,0.0037320806612933665,1.0,1.0,23.302420927092694,0.740106215775013
150,1.0,0.0038270399367547727,1.0,1.0,23.350636333188397,0.7433364745974541
151,1.0,0.004152576033634432,1.0,1.0,23.466625330417497,0.7443942150473595
152,1.0,0.003906814809010939,1.0,1.0,22.51407018828504,0.7234845206141471
153,1.0,0.00360267181562449,1.0,1.0,23.40372666527502,0.7455352935194969
154,1.0,0.00391107244666955,1.0,1.0,23.428083403644784,0.7430485782027244
155,1.0,0.003693826817502668,1.0,1.0,23.465520315667277,0.7444349905848503
156,1.0,0.003626927324812641,1.0,1.0,23.492781204704936,0.7430521702766418
157,1.0,0.0038740982120134505,1.0,1.0,23.429391140531386,0.7426812353730202
158,1.0,0.003816563257259986,1.0,1.0,23.376730032177026,0.7399858090281487
159,1.0,0.003981658484481159,1.0,1.0,23.424699093212652,0.738619332909584
160,1.0,0.0036239028637510273,1.0,1.0,23.36580526504904,0.7412283432483673
161,1.0,0.003860327929082814,1.0,1.0,23.411690994556974,0.7453358802199364
162,1.0,0.0038708645799579245,1.0,1.0,23.522123229978767,0.7438148617744446
163,1.0,0.004002726894357238,1.0,1.0,23.37540633914594,0.7417973193526268
164,1.0,0.003793791259961381,1.0,1.0,23.474710168537154,0.7464398044347763
165,1.0,0.003893153126264224,1.0,1.0,22.808641945725242,0.7389003774523735
166,1.0,0.004048784929896101,1.0,1.0,23.35723136865313,0.7469469353556633
167,1.0,0.003750955429845817,1.0,1.0,23.188634217686648,0.7425331681966781
168,1.0,0.0036665536911004892,1.0,1.0,22.97909079749254,0.7328895771503449
169,1.0,0.0038213460267115806,1.0,1.0,23.40307623514535,0.7422482565045356
170,1.0,0.0037364918239882173,1.0,1.0,23.48026180272154,0.7436135640740394
171,1.0,0.0035088452967465857,1.0,1.0,23.447467381775326,0.7460342526435852
172,1.0,0.0036944876649658907,1.0,1.0,23.480448241573182,0.7449545440077782
173,1.0,0.0038959781926223513,1.0,1.0,23.342205844666744,0.7463266456127167
174,1.0,0.0037978286340535307,1.0,1.0,23.489412239217803,0.7462843358516693
175,1.0,0.0038759366823251182,1.0,1.0,23.489322032007824,0.7464743277430534
176,1.0,0.003848024760413864,1.0,1.0,23.12785898656925,0.7391681677103042
177,1.0,0.003696968973481489,1.0,1.0,23.489774532854256,0.7445261996984481
178,1.0,0.0035986916240312895,1.0,1.0,23.480199654659025,0.7441622757911682
179,1.0,0.0038977337884352893,1.0,1.0,23.382312453263502,0.7440991002321243
180,1.0,0.003971960037554254,1.0,1.0,23.397637140064855,0.7449985420703888
181,1.0,0.003808791744866085,1.0,1.0,22.935322555167335,0.7403066822886467
182,1.0,0.003698964269469798,1.0,1.0,23.417573520077234,0.7418352341651917
183,1.0,0.003815691715744833,1.0,1.0,23.528009625154045,0.7452980330586434
184,1.0,0.003962793404541571,1.0,1.0,23.429969656864408,0.7423935806751252
185,1.0,0.0037926484403669747,1.0,1.0,23.502919482985128,0.7477264121174813
186,1.0,0.004007634444412815,1.0,1.0,23.387816326191505,0.743789935708046
187,1.0,0.0037335037218417712,1.0,1.0,23.459105739492124,0.7410058230161667
188,1.0,0.0038309717573974922,1.0,1.0,23.259228019250983,0.7412786591053009
189,1.0,0.003765287763044398,1.0,1.0,23.368507532010373,0.7478532204031945
190,1.0,0.0037182264748798844,1.0,1.0,23.110795369229322,0.7431092336773872
191,1.0,0.003644887634573024,1.0,1.0,23.42968988479704,0.7443471530079842
192,1.0,0.004061255357469235,1.0,1.0,23.49541896649089,0.7453236174583435
193,1.0,0.0038693356621706696,1.0,1.0,23.517395036564224,0.74709512591362
194,1.0,0.0039599019329079966,1.0,1.0,23.501123546732508,0.7460780847072601
195,1.0,0.003757051015891193,1.0,1.0,23.509054382641068,0.7421253496408462
