Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9987594773588835,0.021286284927482482,0.9957462964642764,0.9949999657538765,19.304966266817264,0.5681857256591321
2,1.0,0.008663349177186318,1.0,1.0,20.931654353559082,0.6170437850058079
3,1.0,0.007061867477787019,1.0,1.0,21.432910359713052,0.6505958142876626
4,1.0,0.005920719568403001,1.0,1.0,22.031673289519436,0.6676264154911041
5,1.0,0.005690716105027605,1.0,1.0,22.23277165558025,0.679148553609848
6,1.0,0.00569895413023005,1.0,1.0,22.304425284106678,0.681885544359684
7,1.0,0.005430291375851084,1.0,1.0,22.300029421838104,0.6825636637210846
8,1.0,0.005484477064674138,1.0,1.0,22.396318381600242,0.6924707114696502
9,1.0,0.005414787528643501,1.0,1.0,22.337283943768092,0.6924987187981606
10,1.0,0.005246100433323591,1.0,1.0,22.728811953779733,0.7010747504234314
11,1.0,0.005120244872423427,1.0,1.0,20.674043567921284,0.6803681650757789
12,1.0,0.005208346984709351,1.0,1.0,22.571454670916854,0.6969524455070496
13,1.0,0.0044862111969814576,1.0,1.0,22.641254542678485,0.7060036185383797
14,1.0,0.004814694810438596,1.0,1.0,22.68645641457993,0.7059921252727509
15,1.0,0.0052239345599537045,1.0,1.0,22.84593499051835,0.7138237351179123
16,1.0,0.0048572103078095095,1.0,1.0,22.854199784641352,0.7134444907307624
17,1.0,0.004573986078794405,1.0,1.0,22.824369168586852,0.7100127819180488
18,1.0,0.004812216966747655,1.0,1.0,22.87571746139429,0.7106594946980477
19,1.0,0.004806137666673749,1.0,1.0,22.266434393833954,0.7059507012367249
20,1.0,0.004934319433787095,1.0,1.0,22.88053885319659,0.7114295250177384
21,1.0,0.004724578432769704,1.0,1.0,22.92763334383376,0.706600683927536
22,1.0,0.0045521479337912755,1.0,1.0,22.91614386250025,0.7153351816534996
23,1.0,0.0044888907920721975,1.0,1.0,23.000481854100812,0.7213998749852181
24,1.0,0.004390860727744439,1.0,1.0,22.790925519453417,0.712298464179039
25,1.0,0.004720205261278352,1.0,1.0,23.04741406200759,0.7198596337437629
26,1.0,0.004380838914967171,1.0,1.0,22.90212241450189,0.7041974687576293
27,1.0,0.0041831097605791005,1.0,1.0,22.997356091846022,0.7140645718574524
28,1.0,0.004246531805792983,1.0,1.0,23.11438989727794,0.7205715772509574
29,1.0,0.004801177810477384,1.0,1.0,23.0632968922821,0.7208570089936256
30,1.0,0.004141933647733822,1.0,1.0,22.622547397467446,0.7240044745802879
31,1.0,0.004670925121545224,1.0,1.0,23.021982533369783,0.7167565727233887
32,1.0,0.004115864172181318,1.0,1.0,22.98561965426561,0.7175586104393006
33,1.0,0.004234927973834601,1.0,1.0,23.073935877850403,0.7213718655705452
34,1.0,0.0040463056653970856,1.0,1.0,23.183640496747437,0.7259715428948402
35,1.0,0.004284084334094587,1.0,1.0,22.776304055843358,0.7156316635012626
36,1.0,0.004081785466923975,1.0,1.0,23.256789352538448,0.7294386780261993
37,1.0,0.003832825414301624,1.0,1.0,22.972846560132027,0.7298450821638107
38,1.0,0.0040675241237568115,1.0,1.0,23.192879485457333,0.7260369923710823
39,1.0,0.004361682087114786,1.0,1.0,23.161481444085933,0.724899807870388
40,1.0,0.004108948017073999,1.0,1.0,23.240154479261946,0.730375637114048
41,1.0,0.00427707272094267,1.0,1.0,22.553229395458928,0.7073960083723069
42,1.0,0.004385016392973284,1.0,1.0,23.215317717343154,0.7267716658115387
43,1.0,0.003950231298276776,1.0,1.0,23.127866726362093,0.725786249935627
44,1.0,0.004260070604614157,1.0,1.0,23.131229973197534,0.7251257488131523
45,1.0,0.004204131822816635,1.0,1.0,23.281921145350704,0.7324043381214141
46,1.0,0.003875004652968528,1.0,1.0,23.274391035656347,0.7329392749071121
47,1.0,0.004584043418371948,1.0,1.0,23.115198878857676,0.7251267355680465
48,1.0,0.004293498490478669,1.0,1.0,23.273678531985457,0.7319825837016105
49,1.0,0.004188188806547259,1.0,1.0,23.21601331461684,0.730651678442955
50,1.0,0.004310762259765397,1.0,1.0,23.29127787889591,0.7336010107398033
51,1.0,0.004111004032392884,1.0,1.0,23.18918529428315,0.7272408592700959
52,1.0,0.0044692781485355226,1.0,1.0,23.22491035049938,0.7329495036602021
53,1.0,0.0041589508285824195,1.0,1.0,23.282896188663152,0.7304515045881271
54,1.0,0.004089738252405368,1.0,1.0,22.984762838730926,0.7319844931364059
55,1.0,0.004233325924928977,1.0,1.0,23.204865297467503,0.7280854657292366
56,1.0,0.004280366739503733,1.0,1.0,23.29432082896076,0.7335004556179047
57,1.0,0.004211735023723122,1.0,1.0,23.195600363951563,0.7317473611235619
58,1.0,0.004034084538529896,1.0,1.0,23.006151250655993,0.7231901174783707
59,1.0,0.0040393763612337355,1.0,1.0,22.7684157506431,0.7265432208776474
60,1.0,0.00417782044984051,1.0,1.0,23.32111218927601,0.7363479313254356
61,1.0,0.004150531408699862,1.0,1.0,23.27539489058383,0.7345796623826026
62,1.0,0.0038754085962568754,1.0,1.0,23.12934993203313,0.7336479723453522
63,1.0,0.00392149077418253,1.0,1.0,23.359510958152413,0.7373327773809433
64,1.0,0.004026860761182433,1.0,1.0,23.283098763557746,0.7303117004036903
65,1.0,0.0042696576273738174,1.0,1.0,23.28363393901917,0.7307823964953423
66,1.0,0.004094483179555936,1.0,1.0,23.252598295686422,0.7307138511538506
67,1.0,0.004467036881710556,1.0,1.0,23.316629553888273,0.7346849697828293
68,1.0,0.004106262546974904,1.0,1.0,23.079746344273563,0.7333977043628692
69,1.0,0.0039593490185279735,1.0,1.0,22.890805953261054,0.726820386648178
70,1.0,0.004049989945851849,1.0,1.0,23.203337621087115,0.7331958305835724
71,1.0,0.004171137057483065,1.0,1.0,23.286493209729695,0.7331196993589402
72,1.0,0.0040846364909475595,1.0,1.0,23.14492038967428,0.739408358335495
73,1.0,0.004085833015165008,1.0,1.0,23.299283517027295,0.7353545334935189
74,1.0,0.004002677952098565,1.0,1.0,23.38279844133612,0.7349135613441468
75,1.0,0.0040738602994269965,1.0,1.0,23.35202578765326,0.7382675829529762
76,1.0,0.0037079142096990837,1.0,1.0,23.296096372682573,0.7334158062934876
77,0.9998124054074288,0.004553883006342403,0.46724902582920436,0.4636430039099224,23.310887494321854,0.7360361486673355
78,1.0,0.0048556751466821875,0.0,0.0,23.291811736921943,0.735869725048542
79,1.0,0.00494426646415377,0.0,0.0,23.09226101560104,0.7356710708141327
80,1.0,0.005033988948125625,0.0,0.0,22.595347220307175,0.7346563714742661
81,1.0,0.004631091577175539,0.0,0.0,22.83460380986248,0.7315127465128899
82,1.0,0.005258213478373364,0.0,0.0,23.381061954877445,0.7391919869184495
83,1.0,0.005077369430073304,0.0,0.0,23.4193877484131,0.7418227076530457
84,1.0,0.004858894048084039,0.0,0.0,23.170092865057565,0.7273579189181327
85,1.0,0.0049775627545022875,0.0,0.0,23.278529663776876,0.7322004154324532
86,1.0,0.00481574348275899,0.0,0.0,23.34325000188855,0.7373739692568779
87,1.0,0.005155073015048401,0.0,0.0,23.337241591080993,0.738484842479229
88,1.0,0.004937090617313515,0.0,0.0,23.300792074794074,0.7365602546930313
89,1.0,0.005160900229820981,0.0,0.0,23.117199821993903,0.7252247661352158
90,1.0,0.004522708897857228,0.0,0.0,22.852463901474632,0.7257849609851837
91,1.0,0.005141687489958713,0.0,0.0,23.371296239123474,0.7396034589409828
92,1.0,0.004969162172055803,0.0,0.0,23.376014020991924,0.7426260933279991
93,1.0,0.004818127439066302,0.0,0.0,23.048771955010192,0.7354188701510429
94,1.0,0.00505172653705813,0.0,0.0,23.319846410043027,0.742301085293293
95,1.0,0.005068968869163654,0.0,0.0,23.350100159368665,0.738937548995018
96,1.0,0.0050249650358455255,0.0,0.0,23.248044658202996,0.7331979775428772
97,1.0,0.004984134060068754,0.0,0.0,22.70838099055718,0.7379191318154334
98,1.0,0.005051054533832939,0.0,0.0,23.334073273071652,0.7397119626402855
99,1.0,0.004730641557835043,0.0,0.0,23.434803557532796,0.7425344839692116
100,1.0,0.005050540863303468,0.0,0.0,23.452049310625913,0.7448961758613586
